Gender,Age,AffluenceGrade,LoyaltyCardTenure,OrganicsPurchaseCount,OrganicsPurchaseIndicator,TotalSpend
M,45.0,6.0,9.0,0,0,720.0
F,57.0,8.0,4.0,0,0,10000.0
F,58.0,5.0,8.0,0,0,13200.0
F,74.0,9.0,6.0,0,0,31000.0
F,52.0,5.0,10.0,0,0,500.0
F,49.0,4.0,2.0,0,0,6000.0
M,48.0,9.0,8.0,0,0,5097.5
F,51.0,13.0,6.0,2,1,6000.0
F,54.0,12.0,8.0,1,1,600.0
M,55.0,4.0,7.0,0,0,10105.32
F,48.0,9.0,7.0,0,0,1000.0
F,51.0,7.0,8.0,0,0,4884.25
F,67.0,4.0,8.0,0,0,6000.0
M,49.0,6.0,9.0,0,0,4842.12
F,72.0,16.0,6.0,0,0,3053.0
M,55.0,7.0,8.0,0,0,600.0
F,53.0,9.0,8.0,0,0,600.0
F,66.0,8.0,8.0,0,0,28937.6
F,73.0,12.0,19.0,0,0,10526.81
F,78.0,9.0,9.0,0,0,6000.0
F,71.0,8.0,6.0,0,0,12000.0
F,47.0,4.0,9.0,0,0,1000.0
F,75.0,9.0,5.0,0,0,14000.0
F,73.0,5.0,9.0,0,0,12000.0
F,66.0,4.0,8.0,0,0,3000.0
F,72.0,7.0,2.0,0,0,4000.0
F,74.0,4.0,2.0,0,0,6000.0
F,20.0,11.0,2.0,0,0,18000.0
F,53.0,10.0,17.0,0,0,500.0
F,48.0,6.0,2.0,0,0,9000.0
F,36.0,10.0,3.0,2,1,2500.0
F,63.0,12.0,4.0,0,0,5000.0
F,75.0,5.0,8.0,0,0,6105.32
F,57.0,10.0,3.0,0,0,3000.0
M,45.0,11.0,12.0,0,0,4000.0
F,58.0,5.0,6.0,0,0,6000.0
M,62.0,14.0,5.0,0,0,5000.0
F,37.0,11.0,4.0,1,1,420.0
M,55.0,6.0,6.0,0,0,1500.0
F,60.0,15.0,4.0,0,0,15250.0
F,62.0,11.0,10.0,1,1,50.0
F,52.0,7.0,2.0,0,0,6000.0
F,65.0,8.0,4.0,0,0,3000.0
F,58.0,5.0,5.0,0,0,2500.0
M,71.0,9.0,4.0,0,0,10600.0
F,67.0,6.0,4.0,1,1,6000.0
F,69.0,6.0,24.0,0,0,2190.24
F,53.0,7.0,5.0,0,0,5000.0
F,79.0,5.0,12.0,0,0,1000.0
F,63.0,6.0,6.0,0,0,6053.35
M,46.0,5.0,8.0,0,0,9000.0
F,66.0,10.0,33.0,0,0,2500.01
M,58.0,8.0,2.0,0,0,3500.0
M,76.0,9.0,8.0,0,0,4884.25
F,55.0,14.0,29.0,1,1,6061.26
F,59.0,13.0,2.0,0,0,6000.0
F,40.0,14.0,6.0,2,1,3500.0
M,71.0,8.0,21.0,0,0,5884.25
F,67.0,10.0,8.0,0,0,7600.0
F,59.0,5.0,8.0,0,0,12000.0
F,40.0,11.0,8.0,1,1,750.0
M,61.0,12.0,3.0,0,0,3000.0
F,29.0,13.0,2.0,2,1,222.12
F,43.0,9.0,9.0,1,1,900.01
F,35.0,5.0,3.0,0,0,3000.0
F,67.0,6.0,11.0,0,0,28173.34
F,64.0,6.0,5.0,0,0,2000.0
F,76.0,13.0,8.0,0,0,11400.0
M,44.0,12.0,13.0,0,0,510.0
F,45.0,14.0,4.0,2,1,5000.0
F,55.0,9.0,6.0,0,0,4000.0
M,75.0,15.0,5.0,1,1,12000.0
F,58.0,7.0,6.0,0,0,6000.0
M,51.0,7.0,8.0,0,0,6053.36
M,71.0,10.0,5.0,0,0,6000.0
F,59.0,13.0,4.0,2,1,3000.0
F,74.0,7.0,8.0,0,0,12000.0
F,58.0,9.0,5.0,0,0,3000.0
M,63.0,10.0,6.0,0,0,1000.0
F,72.0,6.0,2.0,0,0,12000.0
F,64.0,5.0,2.0,1,1,6000.0
F,52.0,12.0,2.0,2,1,3000.0
F,63.0,8.0,5.0,0,0,2500.0
F,64.0,13.0,7.0,1,1,4017.56
F,61.0,7.0,3.0,0,0,3000.0
F,52.0,6.0,2.0,0,0,6000.0
F,64.0,6.0,18.0,0,0,16053.37
M,56.0,9.0,12.0,0,0,2500.0
F,42.0,6.0,5.0,0,0,100.0
F,55.0,7.0,19.0,0,0,2000.0
M,74.0,2.0,3.0,0,0,20711.87
F,66.0,5.0,13.0,0,0,728.0
F,69.0,6.0,21.0,0,0,3000.0
M,62.0,8.0,5.0,0,0,4000.0
F,69.0,6.0,3.0,1,1,3000.0
F,67.0,10.0,11.0,0,0,1500.0
F,40.0,10.0,4.0,2,1,1420.0
F,57.0,8.0,2.0,1,1,3000.0
M,72.0,11.0,16.0,0,0,29175.56
F,56.0,9.0,8.0,1,1,9500.0
M,58.0,4.0,12.0,0,0,1000.0
F,56.0,13.0,5.0,0,0,4000.0
F,69.0,15.0,7.0,0,0,12053.35
F,51.0,8.0,9.0,0,0,900.0
F,37.0,14.0,7.0,3,1,3000.0
M,45.0,9.0,6.0,0,0,4000.0
F,43.0,8.0,2.0,1,1,6000.0
F,44.0,10.0,8.0,1,1,12000.0
M,62.0,11.0,11.0,0,0,50.0
F,36.0,5.0,4.0,1,1,1200.01
F,59.0,7.0,3.0,0,0,6000.0
F,43.0,21.0,10.0,2,1,6000.0
F,56.0,11.0,8.0,0,0,4852.66
F,63.0,13.0,12.0,0,0,6138.76
M,57.0,16.0,9.0,2,1,300.0
F,70.0,6.0,8.0,0,0,3050.01
F,74.0,7.0,5.0,0,0,5644.12
F,37.0,7.0,4.0,1,1,650.0
F,52.0,11.0,3.0,0,0,6025.0
F,62.0,9.0,2.0,0,0,6000.0
F,63.0,4.0,4.0,0,0,6000.0
F,51.0,7.0,2.0,0,0,6000.0
M,56.0,9.0,5.0,0,0,5000.0
F,60.0,6.0,5.0,0,0,1000.0
F,30.0,11.0,2.0,0,0,2700.0
F,53.0,10.0,7.0,0,0,50.0
F,66.0,8.0,6.0,0,0,11000.0
M,79.0,6.0,2.0,0,0,6000.0
M,31.0,8.0,5.0,1,1,420.0
F,68.0,10.0,4.0,0,0,6000.0
M,64.0,8.0,4.0,0,0,12000.0
M,49.0,3.0,3.0,0,0,6000.0
F,64.0,12.0,2.0,1,1,40.35
F,68.0,8.0,12.0,0,0,1000.0
F,65.0,10.0,5.0,0,0,6053.35
F,63.0,4.0,8.0,0,0,9000.0
F,49.0,14.0,4.0,0,0,10000.0
M,53.0,6.0,4.0,0,0,420.0
F,49.0,6.0,4.0,0,0,4035.57
M,34.0,3.0,9.0,0,0,900.0
F,51.0,9.0,10.0,0,0,1000.0
M,60.0,8.0,3.0,0,0,3000.0
F,51.0,9.0,5.0,0,0,5000.0
F,49.0,7.0,4.0,1,1,6000.0
M,52.0,9.0,8.0,0,0,6000.01
F,72.0,8.0,2.0,0,0,3000.0
F,43.0,16.0,4.0,1,1,11000.0
F,49.0,5.0,9.0,0,0,19050.0
F,62.0,11.0,12.0,1,1,240.0
F,54.0,4.0,5.0,0,0,7600.0
M,30.0,8.0,8.0,1,1,4000.0
F,73.0,7.0,9.0,1,1,7360.01
F,43.0,6.0,8.0,0,0,60630.32
M,70.0,5.0,8.0,0,0,3000.0
F,50.0,7.0,5.0,0,0,5430.5
M,49.0,10.0,8.0,0,0,4000.0
F,44.0,4.0,6.0,0,0,6000.0
M,44.0,8.0,2.0,0,0,3000.0
F,63.0,8.0,2.0,0,0,6000.0
F,65.0,9.0,6.0,0,0,5000.0
M,69.0,13.0,6.0,0,0,8500.0
F,74.0,6.0,7.0,0,0,6053.35
F,58.0,6.0,3.0,0,0,20093.09
M,57.0,10.0,7.0,1,1,11053.35
M,51.0,10.0,8.0,0,0,9000.01
F,61.0,8.0,2.0,0,0,3000.0
F,25.0,25.0,3.0,3,1,3000.0
F,62.0,10.0,2.0,0,0,1000.0
M,52.0,11.0,7.0,1,1,6000.01
M,74.0,7.0,14.0,0,0,6000.0
M,65.0,3.0,4.0,0,0,18000.0
M,54.0,8.0,4.0,0,0,15000.0
F,60.0,10.0,4.0,0,0,11000.0
F,28.0,9.0,8.0,0,0,100.0
F,42.0,11.0,11.0,0,0,600.0
M,74.0,7.0,2.0,0,0,6000.0
F,51.0,4.0,10.0,0,0,8994.89
F,48.0,10.0,3.0,0,0,6000.0
F,53.0,14.0,7.0,2,1,1703.85
F,74.0,12.0,6.0,0,0,2500.0
M,60.0,8.0,5.0,0,0,6000.0
F,61.0,13.0,17.0,0,0,2409.87
M,79.0,10.0,5.0,0,0,1000.0
M,79.0,9.0,7.0,0,0,7000.0
M,50.0,5.0,2.0,0,0,5167.31
F,79.0,8.0,10.0,0,0,4500.66
M,77.0,7.0,5.0,0,0,10000.0
F,67.0,6.0,5.0,0,0,13000.0
F,44.0,7.0,9.0,0,0,300.0
M,76.0,4.0,8.0,0,0,3000.0
M,50.0,8.0,5.0,0,0,18053.35
F,67.0,10.0,2.0,0,0,3000.0
F,61.0,6.0,7.0,1,1,7053.35
F,63.0,8.0,7.0,0,0,1925.0
F,59.0,10.0,6.0,0,0,7000.0
F,69.0,11.0,8.0,0,0,9000.0
M,57.0,11.0,5.0,2,1,1000.0
F,67.0,7.0,5.0,0,0,42000.0
F,59.0,16.0,5.0,0,0,2000.0
F,64.0,9.0,16.0,0,0,3500.0
F,65.0,6.0,4.0,0,0,4000.0
F,43.0,5.0,5.0,1,1,2000.0
M,65.0,10.0,15.0,0,0,500.0
M,45.0,6.0,8.0,0,0,6000.0
F,65.0,11.0,4.0,0,0,2200.0
M,68.0,2.0,6.0,0,0,1000.0
F,58.0,12.0,8.0,1,1,6000.0
F,79.0,6.0,9.0,0,0,27017.73
M,59.0,5.0,5.0,0,0,2000.01
F,37.0,9.0,5.0,1,1,3000.0
F,67.0,6.0,6.0,0,0,3000.0
F,45.0,8.0,11.0,0,0,50.02
F,48.0,8.0,2.0,0,0,6000.0
F,45.0,14.0,5.0,2,1,4000.0
M,64.0,9.0,6.0,0,0,12106.7
F,78.0,7.0,6.0,0,0,6053.82
M,56.0,8.0,12.0,1,1,11200.0
F,51.0,9.0,4.0,0,0,7000.0
F,40.0,11.0,10.0,1,1,3000.01
M,60.0,11.0,2.0,0,0,6000.0
F,48.0,6.0,11.0,0,0,8000.0
M,49.0,10.0,9.0,0,0,180.0
F,52.0,10.0,9.0,0,0,50.0
M,52.0,11.0,3.0,0,0,1000.0
F,47.0,7.0,6.0,0,0,6053.35
F,42.0,7.0,2.0,1,1,6000.0
F,40.0,4.0,8.0,0,0,4000.0
M,72.0,11.0,19.0,0,0,15000.0
M,58.0,5.0,11.0,0,0,180.0
F,65.0,9.0,5.0,1,1,6000.0
F,67.0,4.0,7.0,0,0,6105.33
F,67.0,15.0,12.0,1,1,7800.0
F,73.0,4.0,12.0,0,0,6000.0
M,45.0,10.0,7.0,0,0,50.0
M,41.0,10.0,12.0,0,0,3000.0
F,74.0,9.0,5.0,1,1,1000.0
F,56.0,9.0,2.0,0,0,7000.0
M,30.0,6.0,6.0,0,0,1200.01
M,53.0,14.0,8.0,0,0,4000.0
F,37.0,10.0,5.0,0,0,1500.0
M,67.0,6.0,2.0,0,0,6000.0
F,65.0,9.0,7.0,0,0,6053.35
F,59.0,8.0,8.0,0,0,3000.0
M,51.0,9.0,4.0,0,0,3000.0
M,68.0,12.0,3.0,1,1,20000.0
F,44.0,14.0,5.0,0,0,6053.35
M,67.0,9.0,3.0,0,0,9300.0
M,65.0,8.0,5.0,0,0,5963.02
F,46.0,9.0,5.0,0,0,1000.0
M,58.0,9.0,3.0,0,0,16000.0
F,51.0,10.0,5.0,2,1,5000.0
F,65.0,12.0,2.0,0,0,1000.0
F,68.0,8.0,23.0,1,1,12000.0
F,50.0,10.0,4.0,0,0,1000.0
F,78.0,14.0,4.0,1,1,6000.0
F,66.0,4.0,3.0,0,0,20605.86
F,41.0,13.0,7.0,1,1,420.0
F,76.0,5.0,3.0,0,0,20542.1
F,63.0,9.0,3.0,0,0,20162.22
M,30.0,13.0,3.0,0,0,3000.0
F,50.0,5.0,5.0,0,0,7269.55
F,56.0,8.0,4.0,0,0,15000.0
F,56.0,11.0,9.0,0,0,1500.0
F,57.0,5.0,3.0,1,1,20119.73
F,55.0,15.0,8.0,1,1,8400.0
F,48.0,5.0,13.0,0,0,3000.0
F,68.0,4.0,2.0,0,0,3000.0
F,50.0,11.0,5.0,0,0,100.72
F,37.0,5.0,9.0,0,0,300.01
F,53.0,4.0,4.0,0,0,5000.0
M,47.0,11.0,9.0,0,0,600.0
M,48.0,7.0,5.0,0,0,2000.0
M,71.0,11.0,8.0,1,1,12000.0
F,31.0,8.0,3.0,0,0,3050.0
F,52.0,26.0,3.0,2,1,70.0
F,40.0,9.0,2.0,0,0,13000.0
M,67.0,10.0,12.0,0,0,6035.34
M,45.0,11.0,8.0,0,0,2000.0
F,65.0,15.0,2.0,0,0,2500.0
F,47.0,9.0,2.0,0,0,1000.0
M,48.0,8.0,8.0,0,0,3000.0
M,70.0,8.0,11.0,0,0,14138.84
F,65.0,14.0,8.0,0,0,9000.0
M,57.0,7.0,5.0,0,0,420.0
M,64.0,9.0,6.0,0,0,2500.0
F,54.0,7.0,8.0,0,0,2400.01
F,77.0,10.0,11.0,0,0,9786.02
F,47.0,9.0,4.0,0,0,420.0
M,57.0,10.0,11.0,0,0,42078.35
F,56.0,15.0,15.0,1,1,80088.7
F,56.0,9.0,12.0,1,1,3696.14
M,66.0,6.0,13.0,0,0,6600.0
F,60.0,7.0,4.0,0,0,6000.0
F,76.0,6.0,5.0,1,1,6000.0
F,63.0,4.0,10.0,0,0,600.0
F,54.0,10.0,2.0,1,1,6000.0
M,37.0,6.0,3.0,0,0,2000.0
M,70.0,7.0,8.0,0,0,3000.0
F,79.0,12.0,8.0,0,0,12000.0
F,73.0,9.0,8.0,1,1,9000.0
M,68.0,5.0,6.0,0,0,4200.0
F,53.0,20.0,6.0,2,1,6000.0
F,57.0,10.0,8.0,0,0,9053.35
F,32.0,22.0,8.0,3,1,100.01
F,29.0,9.0,5.0,1,1,600.0
F,56.0,4.0,6.0,0,0,2500.0
F,74.0,7.0,4.0,0,0,5000.0
F,59.0,6.0,6.0,0,0,2035.88
F,60.0,11.0,6.0,0,0,7000.0
F,68.0,8.0,18.0,0,0,12158.67
F,38.0,9.0,7.0,0,0,6000.0
F,64.0,9.0,2.0,0,0,5000.0
F,39.0,7.0,5.0,1,1,1420.0
M,47.0,3.0,9.0,1,1,1600.0
F,71.0,5.0,11.0,0,0,500.0
F,67.0,9.0,8.0,0,0,9000.0
F,41.0,7.0,4.0,0,0,21500.0
F,65.0,8.0,9.0,0,0,36717.45
F,58.0,2.0,4.0,0,0,18025.0
F,64.0,7.0,8.0,0,0,500.0
M,68.0,8.0,17.0,0,0,100.0
F,68.0,3.0,5.0,1,1,2000.0
M,63.0,8.0,8.0,0,0,24130.32
F,42.0,9.0,3.0,1,1,2400.0
M,76.0,7.0,5.0,0,0,2000.01
M,77.0,15.0,29.0,1,1,6000.0
F,36.0,9.0,2.0,0,0,6000.0
F,67.0,15.0,6.0,1,1,6053.35
F,55.0,6.0,9.0,0,0,1000.0
F,46.0,15.0,5.0,1,1,7900.01
F,69.0,9.0,9.0,1,1,2250.0
F,60.0,11.0,2.0,0,0,6000.0
F,59.0,4.0,8.0,0,0,1000.01
F,70.0,4.0,14.0,0,0,24600.0
F,74.0,7.0,8.0,0,0,18130.32
M,70.0,10.0,5.0,0,0,6000.0
M,65.0,6.0,18.0,0,0,3000.0
M,61.0,7.0,7.0,0,0,3000.0
F,53.0,6.0,26.0,0,0,10000.0
M,54.0,2.0,10.0,0,0,6000.0
F,73.0,9.0,8.0,0,0,17606.7
F,58.0,6.0,5.0,0,0,1000.0
F,69.0,15.0,5.0,1,1,6000.0
M,65.0,9.0,5.0,1,1,10000.0
M,62.0,7.0,2.0,0,0,500.0
M,74.0,10.0,15.0,0,0,17564.22
M,62.0,4.0,6.0,0,0,2500.0
F,59.0,15.0,3.0,2,1,2000.0
M,59.0,9.0,2.0,0,0,3000.0
F,44.0,10.0,3.0,1,1,3000.0
M,56.0,9.0,22.0,0,0,250.0
F,33.0,12.0,8.0,0,0,4000.0
F,28.0,9.0,4.0,1,1,3600.0
M,74.0,10.0,8.0,0,0,3000.0
F,71.0,6.0,10.0,0,0,3000.0
F,79.0,3.0,5.0,0,0,1500.0
F,75.0,7.0,5.0,0,0,13033.71
F,42.0,10.0,2.0,0,0,6000.0
M,69.0,10.0,4.0,0,0,4000.0
M,54.0,9.0,27.0,0,0,3250.0
F,55.0,14.0,2.0,0,0,6000.0
F,67.0,8.0,17.0,0,0,33053.35
F,51.0,12.0,2.0,0,0,6000.0
F,63.0,6.0,10.0,0,0,6107.64
F,54.0,8.0,5.0,0,0,3820.0
F,45.0,11.0,10.0,0,0,3000.01
F,58.0,6.0,15.0,0,0,5906.2
M,76.0,9.0,10.0,0,0,3607.58
F,47.0,6.0,2.0,0,0,6000.0
F,64.0,6.0,5.0,0,0,5000.0
M,51.0,6.0,5.0,0,0,2717.26
F,72.0,13.0,5.0,0,0,1790.29
F,44.0,9.0,2.0,0,0,6000.0
F,76.0,5.0,11.0,0,0,12000.0
F,66.0,12.0,11.0,0,0,6000.0
F,41.0,8.0,21.0,0,0,2500.0
M,74.0,7.0,7.0,0,0,6053.35
M,29.0,9.0,4.0,0,0,425.0
F,72.0,12.0,7.0,0,0,6107.64
F,63.0,7.0,10.0,0,0,600.0
F,60.0,7.0,4.0,0,0,4000.0
M,65.0,7.0,6.0,0,0,3000.0
F,53.0,15.0,5.0,2,1,1000.0
F,64.0,11.0,5.0,0,0,6000.0
M,70.0,10.0,27.0,0,0,3700.0
F,44.0,11.0,4.0,0,0,7000.0
F,49.0,14.0,5.0,2,1,1500.0
F,35.0,12.0,4.0,1,1,1500.0
F,36.0,10.0,6.0,0,0,8000.0
F,60.0,9.0,16.0,0,0,6000.0
M,58.0,16.0,5.0,0,0,6000.0
M,76.0,8.0,2.0,0,0,6000.0
M,33.0,3.0,6.0,0,0,420.0
F,54.0,7.0,9.0,1,1,300.0
F,30.0,5.0,9.0,1,1,22500.0
M,57.0,10.0,10.0,0,0,700.0
F,60.0,10.0,4.0,0,0,2500.0
F,64.0,9.0,4.0,0,0,8000.01
M,58.0,7.0,5.0,0,0,1000.0
F,45.0,7.0,2.0,0,0,6000.0
F,62.0,11.0,8.0,0,0,3000.0
M,37.0,17.0,3.0,1,1,460.0
F,46.0,6.0,5.0,0,0,480.01
M,72.0,4.0,6.0,0,0,7629.7
F,40.0,6.0,6.0,1,1,7295.3
F,59.0,17.0,2.0,2,1,1800.0
F,47.0,3.0,6.0,0,0,6107.64
F,66.0,10.0,2.0,0,0,6000.0
M,48.0,5.0,8.0,0,0,55052.66
M,75.0,10.0,20.0,0,0,2000.0
F,64.0,8.0,2.0,0,0,6000.0
M,39.0,12.0,7.0,1,1,37226.76
F,26.0,13.0,2.0,1,1,6000.0
F,51.0,15.0,10.0,2,1,3416.36
F,47.0,8.0,6.0,1,1,3000.0
F,67.0,8.0,9.0,0,0,20567.11
M,58.0,5.0,5.0,0,0,2000.0
F,60.0,5.0,11.0,0,0,22600.0
F,55.0,6.0,4.0,0,0,1000.0
F,74.0,7.0,6.0,1,1,42053.35
M,71.0,7.0,6.0,0,0,5000.0
F,60.0,7.0,4.0,0,0,10000.0
F,75.0,2.0,7.0,0,0,50.0
F,49.0,6.0,2.0,0,0,50.0
M,40.0,7.0,9.0,0,0,22384.96
M,65.0,7.0,12.0,0,0,1000.0
M,37.0,13.0,4.0,0,0,600.0
F,54.0,3.0,9.0,0,0,2500.01
M,68.0,3.0,5.0,0,0,16000.0
F,64.0,5.0,9.0,0,0,3000.0
F,67.0,7.0,8.0,0,0,4000.0
F,70.0,9.0,2.0,0,0,6000.0
M,52.0,8.0,24.0,0,0,15288.3
F,63.0,8.0,2.0,1,1,4600.0
F,51.0,10.0,9.0,1,1,3000.0
M,78.0,11.0,8.0,0,0,12000.0
F,59.0,5.0,9.0,0,0,10100.0
F,49.0,13.0,5.0,2,1,10802.7
F,63.0,12.0,13.0,0,0,6000.0
F,41.0,7.0,4.0,1,1,2000.0
F,33.0,17.0,8.0,2,1,5200.0
M,76.0,9.0,9.0,0,0,360.0
F,65.0,6.0,5.0,0,0,3000.0
F,43.0,4.0,10.0,0,0,1787.64
M,65.0,11.0,2.0,0,0,4000.0
M,45.0,9.0,8.0,0,0,3000.0
F,68.0,5.0,8.0,1,1,3000.0
M,55.0,10.0,8.0,0,0,3000.0
F,51.0,7.0,6.0,1,1,6053.35
M,71.0,14.0,4.0,0,0,2400.0
F,63.0,13.0,4.0,0,0,20000.0
F,69.0,7.0,17.0,0,0,21467.0
F,65.0,8.0,8.0,0,0,6500.0
F,74.0,4.0,3.0,0,0,9000.0
M,44.0,9.0,6.0,0,0,4650.0
M,64.0,6.0,12.0,0,0,12000.0
M,48.0,5.0,4.0,0,0,5000.0
F,62.0,12.0,8.0,0,0,9600.0
M,50.0,8.0,4.0,0,0,6053.34
F,65.0,2.0,27.0,0,0,6000.0
M,54.0,11.0,8.0,0,0,600.0
F,40.0,14.0,9.0,0,0,500.0
F,38.0,10.0,8.0,1,1,3052.66
F,63.0,6.0,8.0,0,0,15911.91
F,66.0,7.0,3.0,0,0,20579.59
F,41.0,16.0,8.0,1,1,100.0
M,77.0,3.0,29.0,0,0,15000.0
F,69.0,11.0,2.0,0,0,6000.0
F,58.0,10.0,6.0,0,0,6000.0
M,50.0,4.0,4.0,0,0,15000.0
M,53.0,9.0,2.0,0,0,6000.0
M,77.0,12.0,4.0,1,1,6000.0
M,30.0,6.0,8.0,1,1,300.0
M,44.0,11.0,9.0,1,1,300.0
F,51.0,6.0,7.0,0,0,12053.35
F,60.0,10.0,5.0,0,0,2000.0
F,51.0,7.0,5.0,0,0,1000.0
M,55.0,3.0,20.0,0,0,19000.0
M,66.0,11.0,8.0,0,0,9000.0
F,53.0,9.0,16.0,0,0,8000.0
M,66.0,9.0,4.0,0,0,8315.0
M,64.0,9.0,9.0,0,0,12253.35
F,47.0,10.0,8.0,0,0,3000.01
F,68.0,9.0,2.0,0,0,12000.0
M,77.0,5.0,13.0,0,0,4000.0
F,34.0,7.0,8.0,1,1,2300.0
F,62.0,15.0,7.0,1,1,42160.04
F,70.0,5.0,2.0,0,0,5000.0
M,73.0,8.0,3.0,0,0,9000.0
M,55.0,3.0,4.0,0,0,15000.0
F,73.0,14.0,8.0,1,1,2000.0
M,48.0,5.0,5.0,0,0,2546.69
F,57.0,13.0,9.0,2,1,600.0
F,78.0,14.0,11.0,0,0,10000.0
F,67.0,14.0,19.0,0,0,6000.0
F,72.0,9.0,26.0,0,0,3005.5
F,45.0,5.0,4.0,0,0,10425.89
M,70.0,7.0,8.0,0,0,21070.41
F,67.0,7.0,6.0,0,0,6053.35
F,78.0,4.0,3.0,1,1,6000.0
F,51.0,13.0,4.0,1,1,1000.0
F,54.0,19.0,3.0,2,1,6000.0
M,54.0,9.0,5.0,0,0,30000.0
F,34.0,10.0,4.0,1,1,125.0
F,56.0,6.0,5.0,0,0,9000.01
M,67.0,4.0,10.0,1,1,250.0
F,63.0,6.0,8.0,0,0,6000.0
F,40.0,8.0,2.0,0,0,3000.0
F,48.0,5.0,6.0,0,0,8000.0
M,40.0,11.0,4.0,0,0,600.0
F,74.0,10.0,3.0,0,0,6123.9
F,77.0,11.0,21.0,0,0,2000.0
M,63.0,5.0,4.0,0,0,11755.49
M,48.0,9.0,10.0,0,0,1200.0
F,68.0,5.0,21.0,1,1,6053.35
F,67.0,9.0,2.0,0,0,6000.0
F,55.0,9.0,2.0,0,0,12000.0
F,40.0,4.0,8.0,0,0,500.01
F,53.0,8.0,16.0,0,0,4500.0
M,50.0,6.0,7.0,0,0,50.0
M,71.0,6.0,16.0,0,0,24132.8
F,59.0,3.0,2.0,0,0,10000.0
F,46.0,5.0,3.0,0,0,6000.0
M,51.0,8.0,11.0,0,0,360.0
F,79.0,8.0,2.0,0,0,6000.0
F,48.0,6.0,9.0,0,0,1000.0
F,48.0,7.0,2.0,0,0,50.0
F,68.0,13.0,8.0,1,1,1000.0
F,28.0,7.0,5.0,1,1,2200.0
M,47.0,2.0,6.0,0,0,12000.0
F,62.0,9.0,5.0,0,0,1000.0
F,62.0,9.0,2.0,0,0,6000.0
F,34.0,5.0,10.0,1,1,50.0
F,41.0,4.0,3.0,0,0,1000.0
M,64.0,7.0,5.0,0,0,1000.0
F,51.0,11.0,12.0,0,0,7470.0
F,54.0,11.0,6.0,0,0,1000.0
F,36.0,8.0,3.0,1,1,6000.0
F,74.0,10.0,11.0,0,0,30158.67
M,45.0,4.0,9.0,0,0,3000.0
F,43.0,17.0,2.0,2,1,35.0
M,63.0,9.0,3.0,0,0,7500.0
F,68.0,8.0,18.0,1,1,12000.0
F,66.0,12.0,17.0,0,0,16971.35
F,55.0,10.0,7.0,1,1,3000.0
M,41.0,5.0,8.0,0,0,50.01
F,73.0,5.0,11.0,1,1,22053.35
F,59.0,3.0,21.0,0,0,6053.36
M,55.0,12.0,3.0,1,1,6000.0
M,77.0,13.0,21.0,0,0,6053.35
F,31.0,22.0,4.0,3,1,2000.0
M,45.0,5.0,6.0,0,0,6053.35
F,74.0,11.0,17.0,0,0,12053.35
M,57.0,7.0,7.0,0,0,150.0
M,50.0,7.0,4.0,0,0,6000.0
F,63.0,7.0,8.0,1,1,12000.0
F,63.0,8.0,4.0,0,0,10000.0
F,72.0,6.0,2.0,0,0,6000.0
F,77.0,10.0,10.0,1,1,6000.0
M,39.0,10.0,8.0,1,1,50.02
F,63.0,8.0,4.0,0,0,15000.0
M,74.0,6.0,8.0,0,0,3000.0
F,57.0,4.0,9.0,0,0,50.0
M,60.0,8.0,2.0,0,0,6000.0
M,51.0,7.0,9.0,0,0,1000.0
F,66.0,17.0,4.0,0,0,2600.0
F,51.0,7.0,8.0,0,0,3000.0
F,55.0,3.0,5.0,0,0,8409.42
F,43.0,5.0,2.0,0,0,3000.0
F,41.0,5.0,5.0,0,0,600.0
F,63.0,9.0,5.0,1,1,3000.0
F,54.0,10.0,5.0,0,0,20000.0
M,57.0,5.0,2.0,0,0,6000.0
F,69.0,12.0,8.0,0,0,11000.0
M,65.0,9.0,3.0,0,0,2075.0
M,73.0,9.0,14.0,0,0,6053.35
F,59.0,12.0,5.0,0,0,1000.0
M,74.0,13.0,19.0,0,0,6053.34
F,73.0,9.0,29.0,0,0,10000.0
M,77.0,5.0,5.0,0,0,5000.0
F,55.0,5.0,10.0,0,0,3000.0
F,50.0,8.0,7.0,0,0,2686.88
F,64.0,4.0,8.0,0,0,3000.0
F,70.0,9.0,19.0,1,1,1000.0
F,58.0,6.0,5.0,0,0,8000.0
M,49.0,6.0,7.0,0,0,9105.32
M,66.0,4.0,4.0,0,0,28000.0
F,47.0,11.0,5.0,1,1,3600.0
F,75.0,7.0,9.0,0,0,1789.0
M,71.0,9.0,15.0,0,0,26083.35
F,68.0,9.0,2.0,1,1,6000.0
M,68.0,6.0,21.0,0,0,17495.09
F,25.0,13.0,7.0,2,1,1000.0
F,41.0,10.0,5.0,2,1,4000.0
M,53.0,5.0,8.0,0,0,9000.0
F,77.0,7.0,11.0,0,0,12000.0
F,39.0,9.0,5.0,1,1,6000.0
F,48.0,8.0,4.0,0,0,1000.0
M,44.0,16.0,4.0,1,1,4000.0
F,63.0,10.0,6.0,0,0,6000.0
M,47.0,10.0,6.0,0,0,14000.0
F,71.0,6.0,23.0,0,0,27497.04
F,31.0,8.0,4.0,1,1,21613.22
M,50.0,13.0,9.0,0,0,4550.0
F,53.0,6.0,6.0,0,0,6053.35
M,47.0,9.0,3.0,1,1,6000.0
F,44.0,9.0,5.0,0,0,25267.06
F,53.0,12.0,2.0,0,0,3000.0
F,77.0,9.0,23.0,1,1,6000.0
